date,Amplitude,Phase Mod
1.27418673,118.51993600000002,0.0
1.32592881,118.34082,0.015506346027181787
1.3754819999999999,118.24256899999999,0.030356713675538487
1.42599142,118.138535,0.045493649495518235
1.4765203000000002,118.08081100000001,0.06063641719341426
1.52787817,117.87957,0.07602762109242674
1.578515,117.611107,0.09120273982943113
1.62976778,117.50093799999999,0.106562449789584
1.67992973,117.282944,0.12159525392305122
1.73185825,117.15682199999999,0.13715747329651726
1.78284717,117.09349099999999,0.15243810826658982
1.83261824,116.98056000000001,0.16735377137025878
1.88194942,116.895416,0.18213760586259445
1.93273425,116.81271399999999,0.1973570780390436
1.98403323,116.743416,0.2127306334647528
2.0346889999999997,116.69654799999999,0.2279114282432644
2.08505416,116.60434,0.2430051314472017
2.13588047,116.50581399999999,0.2582370345741114
2.1864903,116.57591200000002,0.2734040618052712
2.237907,116.44223000000001,0.2888128961964629
2.288025,116.36228899999999,0.30383252915652764
2.33829355,116.28459199999999,0.31889727975381105
2.38948536,116.275108,0.3342387178950251
2.4406662,115.835876,0.3495768684873829
2.49053383,115.701706,0.3645214692134355
2.53992033,115.7187,0.3793218823021907
2.589893,115.6372,0.39429796198283296
2.6398406000000003,115.63079099999999,0.4092665285504559
2.690525,115.584915,0.4244559033220169
2.74103355,115.57786599999999,0.4395925784156972
2.79150534,115.5786,0.4547182370740127
2.8427843999999998,115.556427,0.4700858227665209
2.8926830000000003,115.566116,0.4850397047494629
2.942603,115.55571,0.5
2.99237561,115.56021100000001,0.5153999657041533
3.04140282,115.56725300000001,0.5305692998534038
3.09218478,115.72950700000001,0.5462815649403601
3.142481,115.752747,0.5618435389467172
3.19269729,115.83511399999999,0.577380782096912
3.24797583,115.870644,0.5944843179608275
3.298166,115.96968799999999,0.6100134794150013
3.34883761,116.024872,0.6256916015021137
3.398949,116.064728,0.6411963879175229
3.4497769999999996,116.20943500000001,0.6569228980766385
3.50050068,116.27584099999999,0.6726171309566995
3.55067563,116.40786000000001,0.6881415832449684
3.60152745,116.539612,0.7038754634653099
3.65203619,116.671,0.7195031925267356
3.70494342,116.823761,0.7358730298228259
3.75542116,116.972733,0.7514911672848391
3.80538845,117.12017800000001,0.7669513682333022
3.85509181,117.279518,0.7823299075419939
3.9045794000000003,117.410179,0.7976416862247113
3.954853,117.506332,0.8131966614575618
4.00493574,117.7035,0.8286925833786751
4.054636,117.99420900000001,0.8440701635274259
4.1034760000000015,118.04981200000002,0.8591815736984187
4.15349531,118.249466,0.8746578699695086
4.203078,118.629021,0.8899990732039714
4.25357533,118.80553400000001,0.9056232719380006
4.30388,118.91759499999999,0.9211878604287136
4.35462952,118.923538,0.9368900883709944
4.40425158,118.993408,0.9522434729367112
4.456188,118.90873,0.9683129353739132
4.507665,118.860924,0.9842402503078238
4.55860043,118.73936499999999,0.0
4.60843134,118.6404,0.013744552348380791
4.65796328,118.573853,0.027406641646907648
4.708436,118.49166100000001,0.041328220486330336
4.7588870000000005,118.35305,0.05524380843220933
4.809456,118.227531,0.06919194358979053
4.858918,118.14368400000001,0.08283474176978789
4.90952349,118.043625,0.09679294173885243
4.96049,117.901474,0.110850719626298
5.010026,117.91748,0.12451392876956645
5.06157875,117.801414,0.13873340561793213
5.11196327,117.657707,0.1526306567957263
5.16237,117.47846200000001,0.16653403402073974
5.21270466,117.358414,0.18041753262247012
5.26302433,117.25515,0.19429689662501914
5.3128160000000015,117.02973200000001,0.2080306256463897
5.362271,116.85717,0.2216714930595911
5.414534,116.83316,0.2360868737817861
5.4646225,116.65746299999999,0.2499024755900188
5.51405,116.58933300000001,0.2635357578479507
5.564734,116.571762,0.2775156127457505
5.614799,116.53168500000001,0.29132473269402537
5.66350746,116.483047,0.3047596865866802
5.713718,116.435074,0.3186089499348805
5.76407528,116.42227199999999,0.3324986876716001
5.81530428,116.394653,0.3466288665556543
5.86456728,116.387161,0.3602167757938819
5.91398954,116.02973899999999,0.37384861273495495
5.9645257,116.088348,0.3877876898380253
6.016041,116.00463899999998,0.4019968370840328
6.06667566,115.93474599999999,0.4159630828341596
6.11779547,115.8674,0.43006314451443584
6.16790962,115.845421,0.4438858212038563
