date,Amplitude,Phase Mod
0.8971382999999999,77.23536999999997,0.0
0.9466247,77.00304,0.01806467923509323
0.9958976,76.7803345,0.0360514217235916
1.0432629999999998,76.58771,0.05334184409907011
1.09192371,76.39834,0.0711051107238781
1.14059591,76.22636999999997,0.088872571696313
1.18987691,76.0762253,0.10686227103561888
1.239607,75.9092941,0.12501590767482312
1.288858,75.81882,0.14299465571484174
1.33777809,75.7028656,0.16085260727328793
1.38622415,75.60924,0.17853751735169496
1.43564868,75.50999449999998,0.1965796113572245
1.48461008,75.44774,0.21445264285478927
1.53357971,75.40865,0.2323286786587921
1.58273363,75.2955,0.2502719882943168
1.63166463,75.27213,0.2681339224752705
1.68074811,75.23208620000003,0.2860515184600686
1.72966337,75.2195053,0.3039077068593295
1.77834952,75.17585,0.32168026018593304
1.82626653,75.2024155,0.33917204410140794
1.87462854,75.18811,0.3568262722896449
1.92356884,74.8309,0.3746916013733776
1.9723841,74.78817,0.3925112854416808
2.020307,74.76720999999998,0.41000521946224894
2.06980419,74.65990450000002,0.4280738375146526
2.118744,74.53246999999998,0.4459389877271636
2.167824,74.453476,0.4638553133612444
2.217769,74.35432,0.4820874014581099
2.26683879,74.31456,0.5
2.31467438,74.3922958,0.5212116693986747
2.36450028,74.42988000000003,0.5433058992031242
2.413836,74.46859,0.5651827691693059
2.462785,74.50714,0.5868881564216786
2.51164627,74.62556459999998,0.608554641681699
2.56311,74.6888657,0.6313751321738756
2.61159348,74.82256,0.6528740945376147
2.65969729,74.95132,0.6742047003592773
2.70849681,75.05504609999998,0.6958438039023509
2.7563026,75.2064,0.7170422591283128
2.80557513,75.3661652,0.7388911088403425
2.85360551,75.5654,0.7601891536988405
2.90273619,75.72655,0.7819751030619002
2.95164967,75.96410999999998,0.8036647397298851
3.00364757,76.1781158,0.8267220964850823
3.05219245,76.3545,0.8482482853657533
3.10082841,76.52099,0.8698148617246351
3.14972758,76.59331,0.8914981529291459
3.19773626,76.69211,0.9127865753867088
3.24685478,76.82992,0.9345671326578158
3.29561424,76.96082,0.9561884724505914
3.3447440000000004,76.97921,0.9779740138593258
3.3944160000000005,77.0562439,0.0
3.44326,77.08158,0.018587567138471872
3.49267244,77.07002,0.037391453920384336
3.54103374,77.04344,0.055795329742466704
3.589803,76.95881,0.07435445460004586
3.63874149,76.81825,0.0929779798750121
3.68673754,76.59651,0.11124285993717886
3.73553038,76.4255447,0.12981095815552135
3.78469777,76.29943,0.14852159124553133
3.833624,76.07755,0.16714045098177974
3.8826673,75.83683,0.185803861665635
3.9307456,75.6005,0.20410004193657127
3.97852731,75.40135,0.22228335498660834
4.02785254,75.2724,0.2410540540334836
4.076326,75.26426,0.2595006123043877
4.12502337,75.20778,0.27803237944757875
4.173394,75.12208559999998,0.2964398057979021
4.22190237,74.7356644,0.3148996490571119
4.2703886,74.72301,0.3333510669470554
4.318809,74.55318,0.3517774332534937
4.36766768,74.4940262,0.3703705868608385
4.4163065,74.44689,0.3888800728219812
4.46465158,74.42909,0.4072777761287292
4.513866,74.48563,0.4260063064688113
4.562686,74.54978,0.4445847404156669
4.61148453,74.67643000000002,0.4631550039615218
4.659464,74.7025,0.48141357451048
4.708305,74.70515999999998,0.5
4.757113,74.67052,0.5184258624995302
4.80674028,74.64803,0.5371610173410664
4.85477638,74.60079,0.5552954742664413
4.90375757,74.47269440000002,0.5737867189804917
4.951898,74.47573,0.5919605622817594
5.00093,74.4743347,0.6104709886478672
5.0493207,74.46964,0.6287393131941716
5.10074663,74.45043000000003,0.6481534894581134
5.14883137,74.5194244,0.6663063088230878
5.19665861,74.5652847,0.6843619174932251
5.24467373,74.77429000000002,0.7024884541064533
5.296695,74.89314,0.7221273814968594
5.34452152,75.03175,0.7401827183545682
5.3949213,75.08828000000003,0.7592095052806169
5.44426632,75.21446,0.7778381020999205
5.49359751,75.30589,0.7964614778554979
5.54258442,75.48913,0.8149548819682844
5.59167242,75.75089,0.8334864493010361
5.640581,75.9788,0.8519502824867287
5.688682,76.21349000000002,0.8701092402823751
5.738653,76.58066559999997,0.8889741553570358
5.7886370000000005,76.8687,0.9078439781560964
5.83776045,77.16115,0.9263889284757684
5.886214,77.31644,0.9446809799819582
5.93485832,77.54958,0.9630450504561257
5.9845705,77.52879,0.9818122565131636
6.03274775,77.4845,0.0
6.08204842,77.39383000000002,0.020066956785601768
6.13082361,77.23165,0.039920026326838
6.179782,77.03989,0.059847664154532236
6.23080969,76.80405999999998,0.0806175735715664
6.27950239,76.59299,0.10043706703228984
6.32678032,76.4575043,0.11968070364458595
6.37567949,76.23156,0.13958423702946288
6.424265,75.9863052,0.15936010071603054
6.47254038,75.68978,0.1790097315277115
6.52224874,75.6249161,0.1992426312429316
6.570271000000001,75.35152,0.2187892340815334
6.6235149999999985,75.0849152,0.2404612528815329
6.671745,74.941925,0.26009241257509474
6.720501,74.80888,0.2799376711697308
6.769817,74.43985,0.30001086775790586
6.81832027,74.39692,0.3197532571219939
6.86752462,74.46239,0.3397810085727073
6.9179070000000005,74.53879549999998,0.3602882560850795
6.966778999999999,74.59493,0.3801807304069485
7.0170207,74.61415,0.4006307166390868
7.065536,74.681366,0.4203780025997141
7.11330748,74.68775,0.43982252992042303
7.16257954,74.707695,0.4598778415167484
7.21180248,74.63709,0.4799131596947829
7.261152,74.55741,0.5
7.308783,74.44606,0.5209764802354884
7.357911,74.3533554,0.5426122326028344
7.40673351,74.31373599999998,0.5641134485349362
7.4558149999999985,74.3248,0.5857287181054533
7.506107000000001,74.4197,0.6078770908879525
7.55482864,74.3876648,0.6293338841213627
7.60714626,74.36404420000002,0.6523743309290673
7.65804052,74.50668,0.6747879363328968
7.713713,74.48704529999998,0.6993058485409258
7.76280069,74.63792,0.7209238485638259
7.81150436,74.70531,0.7423727278892809
7.85952044,74.88185,0.7635187956414935
7.907470699999997,75.07314000000002,0.7846358765588897
7.955816,75.33723,0.805926931332646
8.004593,75.63056999999998,0.8274081048634643
8.054336,75.91244509999999,0.8493147004913929
8.10277748,76.22326,0.8706481125087309
8.150727999999999,76.50465,0.8917653079289689
8.199765,76.8422241,0.91336098430166
8.249015,77.10274509999998,0.9350504649255776
8.297592,77.28259,0.9564435593472632
8.347603,77.40516,0.9784681809814302
8.396495,77.55003,0.0
8.445294,77.45523,0.014298770134062888
8.493848,77.3259354,0.02852575193879758
8.543594,77.16655,0.04310200594172997
8.59274,77.11756,0.05750245179120661
8.641900999999999,76.93259429999998,0.07190729284452012
8.690811,76.73736,0.08623858748697177
8.739578999999999,76.42773000000003,0.1005282741997724
8.787366,76.16736,0.11453051458167485
8.835735000000003,75.6764755,0.12870328887242846
8.883739,75.3472,0.1427691132031632
8.933094,75.06278,0.1572307988927606
8.981797,74.88115,0.17150143972227028
9.031752,74.51821,0.18613893356532207
9.080165,74.45147,0.20032460045399514
9.127808,74.4652939,0.21428464687906826
9.177751,74.5585251,0.2289186245590509
9.227744,74.5959,0.2435672529184885
9.27675152,74.6415253,0.25792712224614833
9.326717,74.64237,0.27256768687161426
9.374709,74.64841,0.2866299950392799
9.42266,74.66949,0.3006802896497933
9.471772,74.6796646,0.31507077303724085
9.519741,74.79583000000002,0.3291263418923576
9.568289,74.788414,0.3433515656155586
9.616823,74.76668000000002,0.35757268714851165
9.665683,74.80394,0.3718893311115088
9.714206,74.79979,0.3861072294949821
9.762434,74.83339000000002,0.4002386888696732
9.810627,74.80588,0.4143598927687471
9.859359,74.7246246,0.4286390309923401
9.908695,74.64111,0.4430951494237445
9.957968,74.65822,0.4575328079990362
10.006423,74.50970459999998,0.4717307814584517
10.0543995,74.35240999999998,0.4857885479154862
10.1029005,74.25155,0.5
