date,Amplitude
0.0,101.628151
0.048598199999999994,101.097565
0.09722080000000001,100.447273
0.1460068,99.98432
0.19561099999999998,100.017555
0.24475439999999998,100.238831
0.2960969,100.251274
0.3447737,99.7362
0.3932748,99.56853000000001
0.44202359999999996,99.49576
0.49087040000000004,99.3322
0.5411823,99.01756
0.5897621999999999,98.62633509999999
0.6387149000000001,98.28572
0.6877911,97.67312
0.7358922,97.47804000000001
0.7850951999999999,97.29909
0.8337869000000001,97.33534
0.8820382,97.6241455
0.9308886999999999,97.96498000000001
0.9799941999999999,98.16230999999999
1.0289840000000001,98.35355
1.07783461,98.77561999999999
1.12695611,99.4098
1.17581534,99.7876
1.22408879,100.30776999999999
1.27404666,100.827866
1.32287109,101.80615999999999
1.371679,102.46300500000001
1.41986835,103.45739
1.46897852,104.299324
1.51822734,104.950333
1.567367,105.884483
1.61695528,106.58441200000001
1.66589534,107.202087
1.71479642,107.972664
1.76387072,108.13756599999999
1.81365359,108.644974
1.86300027,109.105263
1.91206717,108.937851
1.96075439,108.49133300000001
2.01090145,108.0645
2.05977631,107.082237
2.109,106.0343
2.158048,105.217377
2.20679355,104.061806
2.25643945,102.63153100000001
2.30540252,101.425873
2.35383439,100.628883
2.4036715,99.97721999999999
2.45275021,99.2871552
2.50325274,98.62207
2.551914,98.16748
2.60104942,97.8560944
2.65081716,97.55096999999999
2.70046139,97.25272
2.74940181,97.2015839
2.798766,97.33942409999999
2.84887552,97.3262558
2.90002155,97.42260999999999
2.94875145,97.4119949
2.99779344,97.33143620000001
3.04747319,97.26603
3.09584951,97.25688000000001
3.14481688,97.1887
3.19395232,96.94368
3.244553,96.71745
3.2927980000000003,96.8903046
3.34169555,96.77043
3.39100552,96.67055
3.43980551,96.8828
3.48874378,96.8997345
3.53767443,96.7249
3.58671761,96.3464355
3.6347620000000003,96.02656999999999
3.68381119,95.85715
3.73304749,95.87210999999999
3.783086,95.7063141
3.831886,95.97085
3.88158679,96.67483
3.931767,97.3562
3.98126459,98.07188000000001
4.0299716,98.72179
4.079292,99.21823
4.12800264,100.087563
4.175865,101.045074
4.223901000000001,101.353073
4.27187729,101.853539
4.32092047,102.658951
4.37013769,103.391441
4.419739,104.327187
4.46873426,105.21401200000001
4.51717949,105.72056599999999
4.566904,106.45084399999999
4.61579132,107.15293100000001
4.664766999999999,107.895996
4.71284342,108.251373
4.76177454,108.89459199999999
4.810579,109.28553799999999
4.85990047,109.26066599999999
4.9086620000000005,109.211021
4.95723152,108.33704399999999
5.00690556,107.15827900000001
5.05596972,106.043663
5.10396242,105.291351
5.152812,104.62693
5.201979,103.51095600000001
5.25100231,102.375076
5.299775,101.34182
5.349423000000001,100.36573
5.397880000000001,99.76295470000001
5.44687033,99.52453609999999
5.49885,99.03318
5.54828024,98.06447
5.59804773,97.67441559999999
5.646489,97.32773590000001
5.695461,96.91456600000001
5.74351072,96.56018
5.792127,96.05025
5.841628,95.79803000000001
5.8907875999999995,95.75055
5.93891954,95.79066999999999
5.987588,95.35728449999999
6.036771,95.07658
6.0854,95.10171
6.133814,95.20766
6.1829410000000005,95.23079
6.231330000000001,95.19428
6.28005,95.24431609999999
6.328504,95.38485
6.376669000000001,94.98100000000001
6.42506933,94.79989
6.47302961,94.93709
6.52206659,94.93290999999999
6.570907000000001,94.58197
6.6203389999999995,94.65202
6.6683509999999995,94.61442
6.717961999999999,94.44914
6.7660327,94.59676999999999
6.81600571,94.52132420000001
6.86392832,94.12807
6.91183233,93.70045470000001
6.95995,93.49322
7.00945139,93.24081
7.058935000000001,92.76899
7.10873365,92.85982
7.157417,93.17949
7.20599174,93.73392
7.254931,93.959816
7.30299044,94.28756
7.35197544,94.83796
7.400741,95.46925
7.44989634,95.8941
7.49918365,96.39764
7.548891,96.62051
7.5976243000000006,97.1957855
7.646605999999999,98.098526
7.694767,98.99083
7.745024000000001,99.39806
7.79399729,100.36702
7.842586,101.509964
7.89114952,102.07429499999999
7.94070768,102.954491
7.98980045,103.84095
8.038644999999999,104.72833299999999
8.08929348,105.63856499999999
8.138862,106.474678
8.187304,106.644104
8.236880000000001,107.15953799999998
8.285953,107.571152
8.334493,107.341812
8.383173,106.35774199999999
8.431728999999999,105.04446399999999
8.480628999999999,103.644325
8.529424,102.664726
8.57799149,101.559494
8.627372,100.60153199999999
8.677567,99.77795
8.725863,98.8591843
8.774997,98.10236
8.823887,97.533226
8.872969,96.8059845
8.921853,96.33858000000001
8.969955,95.90204
9.018847000000001,95.5518646
9.067542999999999,95.3723755
9.115457000000001,94.99238000000001
9.164846,94.88444
9.212836,94.7018
9.261597,95.20083620000001
9.310817,95.61158
9.360722,95.65105
9.40874,95.42452
9.456700999999999,95.16407
9.506069,94.95546
9.553946,94.97766999999999
9.603832,94.76366
9.652646,94.86459
9.701784,94.9400558
9.750734,94.702774
9.799452,94.3441849
9.8487215,94.98939509999998
9.898651,95.69852
9.946969000000001,95.80261999999999
9.996065,95.62045
10.0448227,95.5221558
10.0935564,95.32403000000001
10.1418734,95.60991999999999
10.191102,95.76113000000001
10.2394619,95.21704
10.2880459,94.62725999999999
10.336813900000001,94.18677
10.3847809,94.07128
10.4336023,93.9979858
10.4820185,94.13135
10.530287699999999,94.29800999999999
10.5790091,94.54786999999999
10.627723699999999,95.0236
10.6788931,95.6748352
10.7279692,96.27985
10.777712800000002,96.96842
10.8264351,97.64291999999999
10.874995199999999,98.33859
10.923954,99.18081
10.9722805,99.44946999999999
11.020957899999999,100.231949
11.0699921,101.13634499999999
11.1186771,101.65770699999999
11.1667109,102.3175
11.215722999999999,103.24234
11.263964699999999,103.93656899999999
11.3118811,104.38707
11.3607464,105.34628300000001
11.410728500000001,105.8882
11.458996800000001,105.69540400000001
11.507601699999999,105.67118799999999
11.556912400000002,105.5444
11.6060228,105.15306100000001
11.655919099999998,103.99101999999999
11.705910699999999,102.793083
11.7555847,102.12217700000001
11.8037605,101.317818
11.852103199999998,100.50814799999999
11.900889999999999,99.41478000000001
11.949498199999999,98.94720459999999
11.997713099999999,98.56738
12.0456133,97.1339645
12.095758400000001,96.87245
12.144545599999999,96.73775479999999
12.1931715,96.2189
12.241764100000001,96.10981
12.2908859,96.2124
